"gid,N,10,0","ev_id,C,6","iso3year,C,7","iso3,C,3","id_nat,C,10","id_cat,C,20","year,N,5,0","start_date,N,10,0","end_date,N,10,0","duration,N,5,0","ss_cat,N,5,0","sum_ws_km,N,10,0","sum_pdi,N,10,0","sum_pdr,N,10,0","popurb_07,N,24,15","poprur_07,N,24,15","poptot_07,N,24,15","gdptot_07,N,24,15","other_name,C,25","serial_num,C,15"
6442,tc2381,TWN1995,TWN,tc23811995,,1995,19950830,19950830,68,0,4284,179985,164,6644250,485899,7130149,0,KENT,1995236N10134
6443,tc2382,,,,,1995,19950826,19950902,35,0,2205,1799850,50,0,0,0,0,KAREN,1995239N15327
6444,tc2383,,,,,1995,19950827,19950912,0,0,77364,3839680,2459,0,0,0,0,LUIS,1995240N11337
6445,tc3941,,,tc39412012,,2012,20120827,20120901,132,0,8316,1319890,60487,0,0,0,0,ILEANA,2012239N11261
6446,tc2371,,,,,1995,19950807,19950813,85,0,5355,1499875,113,0,0,0,0,FLOSSIE,1995220N15256
6447,tc2372,,,,,1995,19950808,19950824,0,0,89208,4079660,2224,0,0,0,0,FELIX,1995220N14329
6448,tc2753,,,,,1999,19990905,19990908,34,0,2142,779935,29,0,0,0,0,GREG,1999248N17256
6449,tc2373,,,,,1995,19950809,19950811,61,0,3843,519956,29,0,0,0,0,GABRIELLE,1995222N24265
6450,tc3942,,,tc39422012,,2012,20120830,20120911,294,0,18522,2939754,191097,0,0,0,0,LESLIE,2012242N13333
17283,tc3703,,,,,2009,20091125,20091126,7,4,1462,8736588,482,0,0,0,0,NIDA,2009325N06148
6451,tc2373,MEX1995,MEX,tc23731995,,1995,19950811,19950811,5,0,315,39996,4,12,18581,18593,48478628,GABRIELLE,1995222N24265
6452,tc2374,,,,,1995,19950817,19950819,18,0,1134,599950,12,0,0,0,0,IRVING,1995225N12124
6453,tc2374,CHN1995,CHN,tc23741995,,1995,19950819,19950819,2,0,126,119990,0,0,15721,15721,13505275,IRVING,1995225N12124
6454,tc2375,,,,,1995,19950821,19950828,36,0,2268,1739852,35,0,0,0,0,JANIS,1995229N12144
6455,tc2375,CHN1995,CHN,tc23751995,,1995,19950824,19950825,5,0,315,239980,6,9865739,1410281,11276020,0,JANIS,1995229N12144
6456,tc2375,JPN1995,JPN,tc23751995,,1995,19950823,19950827,2,0,126,89992,2,344171,12227,356398,0,JANIS,1995229N12144
6457,tc2375,KOR1995,KOR,tc23751995,,1995,19950826,19950826,3,0,189,179985,6,9525938,108054,9633992,0,JANIS,1995229N12144
6458,tc2376,,,,,1995,19950820,19950826,32,0,2016,1379885,36,0,0,0,0,GIL,1995233N16261
6459,tc2377,,,,,1995,19950822,19950831,400,0,25200,2399800,643,0,0,0,0,HUMBERTO,1995234N13327
6460,tc2378,ATG1995,ATG,tc23781995,,1995,19950827,19950827,9,0,567,119989,7,64802,1389,66191,849462037,IRIS,1995235N13311
6461,tc2378,FRA1995,FRA,tc23781995,,1995,19950907,19950907,16,0,1008,59995,48,651299,507675,1158974,0,IRIS,1995235N13311
6462,tc2378,GBR1995,GBR,tc23781995,,1995,19950907,19950907,16,0,1008,59995,48,644353,84827,729180,0,IRIS,1995235N13311
6463,tc2378,GGY1995,GGY,tc23781995,,1995,19950907,19950907,16,0,1008,59995,48,36352,851,37203,951015808,IRIS,1995235N13311
6464,tc2379,,,,,1995,19950822,19950825,11,0,693,419965,7,0,0,0,0,JERRY,1995235N24281
6465,tc2379,BHS1995,BHS,tc23791995,,1995,19950823,19950823,1,0,63,59995,1,0,18,18,0,JERRY,1995235N24281
6466,tc2379,USA1995,USA,tc23791995,,1995,19950823,19950827,23,0,1449,1079910,19,261543,112419,373962,0,JERRY,1995235N24281
6467,tc2501,,,,,1996,19961107,19961114,49,0,3087,1739855,26,0,0,0,0,ERNIE,1996312N14125
6468,tc2380,,,,,1995,19950825,19950829,65,0,4095,1019915,69,0,0,0,0,LOIS,1995233N16115
6469,tc2383,AIA1995,AIA,tc23831995,,1995,19950905,19950906,87,0,5481,119990,113,12075,55,12130,158965340,LUIS,1995240N11337
6470,tc2380,CHN1995,CHN,tc23801995,,1995,19950828,19950828,12,0,756,179985,16,435902,848934,1284836,1766262140,LOIS,1995233N16115
6471,tc2380,LAO1995,LAO,tc23801995,,1995,19950830,19950830,3,0,189,119990,2,0,19,19,325487,LOIS,1995233N16115
6472,tc2380,VNM1995,VNM,tc23801995,,1995,19950829,19950830,6,0,378,179985,5,33260,953192,986452,315647588,LOIS,1995233N16115
6473,tc2381,,,,,1995,19950826,19950831,290,0,18270,1379885,509,0,0,0,0,KENT,1995236N10134
6474,tc2383,ATG1995,ATG,tc23831995,,1995,19950905,19950905,79,0,4977,119990,106,65913,1474,67387,872949200,LUIS,1995240N11337
6475,tc2383,CAN1995,CAN,tc23831995,,1995,19950910,19950911,15,0,945,179985,107,209270,29182,238452,0,LUIS,1995240N11337
6476,tc2383,DMA1995,DMA,tc23831995,,1995,19950905,19950905,78,0,4914,119990,109,48260,17627,65887,283986720,LUIS,1995240N11337
6477,tc2383,GLP1995,GLP,tc23831995,,1995,19950905,19950905,122,0,7686,179985,164,367153,19235,386388,0,LUIS,1995240N11337
6478,tc2383,MTQ1995,MTQ,tc23831995,,1995,19950905,19950905,35,0,2205,59995,56,29699,1999,31698,2089998590,LUIS,1995240N11337
6479,tc2383,PRI1995,PRI,tc23831995,,1995,19950906,19950906,120,0,7560,179985,173,3137612,42013,3179625,0,LUIS,1995240N11337
6480,tc2383,VIR1995,VIR,tc23831995,,1995,19950906,19950906,86,0,5418,119990,115,93615,105,93720,0,LUIS,1995240N11337
6481,tc2383,VGB1995,VGB,tc23831995,,1995,19950906,19950906,43,0,2709,59995,58,9121,3724,12845,722990288,LUIS,1995240N11337
6482,tc2450,MEX1996,MEX,tc24501996,,1996,19960623,19960624,97,0,6111,179985,51,198765,39777,238542,773066496,ALMA,1996172N13261
6483,tc2384,,,,,1995,19950830,19950902,14,0,882,779935,20,0,0,0,0,MARK,1995240N24151
6484,tc2389,DMA1995,DMA,tc23891995,,1995,19950914,19950914,7,0,441,59994,7,48260,17627,65887,283986720,MARILYN,1995256N12309
6485,tc2501,PHL1996,PHL,tc25011996,,1996,19961108,19961108,2,0,126,119990,1,15185,65300,80485,40607326,ERNIE,1996312N14125
6486,tc2502,,,,,1996,19961113,19961114,18,0,1134,659945,91,0,0,0,0,DALE,1996318N34150
6487,tc2385,,,,,1995,19950902,19950907,88,0,5544,1199900,153,0,0,0,0,HENRIETTE,1995244N16256
6488,tc2385,MEX1995,MEX,tc23851995,,1995,19950904,19950905,22,0,1386,179985,51,96741,35720,132461,941583616,HENRIETTE,1995244N16256
6489,tc2504,SLB1996,SLB,tc25041996,,1996,19961122,19961122,1,0,63,59995,0,0,114,114,212637,CYRIL,1996324S04164
6490,tc2505,,,,,1996,19961124,19961210,0,0,65583,3899671,1796,0,0,0,0,CHANTELLE:DANIELLA,1996325S08104
6491,tc2386,,,,,1995,19950903,19950907,17,0,1071,1019915,14,0,0,0,0,NINA,1995244N08139
6492,tc2386,CHN1995,CHN,tc23861995,,1995,19950907,19950907,3,0,189,179985,3,2377462,1230712,3608174,0,NINA,1995244N08139
6493,tc2386,PHL1995,PHL,tc23861995,,1995,19950903,19950904,2,0,126,119990,0,0,34577,34577,28143644,NINA,1995244N08139
6494,tc2389,DOM1995,DOM,tc23891995,,1995,19950916,19950917,78,0,4914,89992,77,2538,52602,55140,194191048,MARILYN,1995256N12309
6495,tc2452,MEX1996,MEX,tc24521996,,1996,19960703,19960703,2,0,126,119990,3,37590,54335,91925,167136368,CRISTINA,1996184N09271
6496,tc0058,,,,,1970,19700820,19700826,24,0,1512,1439880,41,0,0,0,0,MAGGIE,1970233N13231
6497,tc2387,,,,,1995,19950910,19950913,14,0,882,839930,8,0,0,0,0,NOT NAMED,1995253N18318
6498,tc2388,,,,,1995,19950912,19950918,518,0,32634,1679853,1031,0,0,0,0,OSCAR,1995250N09161
6499,tc2388,JPN1995,JPN,tc23881995,,1995,19950916,19950917,75,0,4725,179982,181,43826860,1701895,45528755,0,OSCAR,1995250N09161
6500,tc2388,MNP1995,MNP,tc23881995,,1995,19950913,19950913,1,0,63,59995,3,0,0,0,69477,OSCAR,1995250N09161
6501,tc2389,,,,,1995,19950912,19950926,708,0,44604,3299723,1145,0,0,0,0,MARILYN,1995256N12309
6502,tc2389,AIA1995,AIA,tc23891995,,1995,19950915,19950915,25,0,1575,59995,30,0,0,0,0,MARILYN,1995256N12309
6503,tc2389,ANT1995,ANT,tc23891995,,1995,19950915,19950915,13,0,819,59995,21,0,1104,1104,0,MARILYN,1995256N12309
6504,tc2389,GLP1995,GLP,tc23891995,,1995,19950914,19950915,8,0,504,89992,12,80224,11417,91641,1599606330,MARILYN,1995256N12309
6505,tc2389,KNA1995,KNA,tc23891995,,1995,19950915,19950915,11,0,693,59995,14,2786,103,2889,7459625,MARILYN,1995256N12309
6506,tc2389,MSR1995,MSR,tc23891995,,1995,19950915,19950915,4,0,252,59995,9,0,1677,1677,16049337,MARILYN,1995256N12309
6507,tc2389,MTQ1995,MTQ,tc23891995,,1995,19950914,19950914,6,0,378,89992,10,7621,0,7621,149951008,MARILYN,1995256N12309
6508,tc2389,PRI1995,PRI,tc23891995,,1995,19950916,19950916,105,0,6615,179985,151,3856855,43416,3900271,0,MARILYN,1995256N12309
6509,tc2392,ZZP1995,ZZP,tc23921995,,1995,19950922,19950922,14,0,882,29997,23,0,0,0,0,RYAN,1995258N14115
6510,tc2400,CHN1995,CHN,tc24001995,,1995,19951012,19951013,4,0,252,179985,3,68961,105863,174824,196853432,TED,1995277N07141
6511,tc2401,,,,,1995,19951007,19951018,0,0,65331,2699773,791,0,0,0,0,ROXANNE,1995281N14278
6512,tc2455,CAN1996,CAN,tc24551996,,1996,19960714,19960715,8,0,504,239980,44,416681,177851,594532,0,BERTHA,1996187N10326
6513,tc0059,,,,,1970,19700822,19700831,768,0,48384,2219815,1057,0,0,0,0,BILIE:BILLIE,1970233N15138
6514,tc2389,VGB1995,VGB,tc23891995,,1995,19950916,19950916,32,0,2016,59995,44,9121,3724,12845,722990288,MARILYN,1995256N12309
6515,tc2394,MEX1995,MEX,tc23941995,,1995,19950920,19950921,77,0,4851,119990,94,0,0,0,0,JULIETTE,1995260N15255
6516,tc0059,JPN1970,JPN,tc00591970,,1970,19700826,19700829,180,0,11340,359970,273,466575,45528,512103,0,BILIE:BILLIE,1970233N15138
6517,tc2389,VIR1995,VIR,tc23891995,,1995,19950915,19950916,57,0,3591,119990,75,93615,105,93720,0,MARILYN,1995256N12309
6518,tc2397,CHN1995,CHN,tc23971995,,1995,19951003,19951003,4,0,252,239980,4,75427,581522,656949,1392779010,SIBYL,1995264N06174
6519,tc2397,PHL1995,PHL,tc23971995,,1995,19950929,19951001,10,0,630,479960,17,10554957,1832675,12387632,0,SIBYL,1995264N06174
6520,tc2398,,,,,1995,19950927,19951006,402,0,25326,1379883,564,0,0,0,0,OPAL,1995271N19273
6521,tc2398,CAN1995,CAN,tc23981995,,1995,19951006,19951006,10,0,630,119990,36,551403,75121,626524,0,OPAL,1995271N19273
6522,tc0059,KOR1970,KOR,tc00591970,,1970,19700830,19700831,76,0,4788,359970,150,3225222,780314,4005536,0,BILIE:BILLIE,1970233N15138
6523,tc2390,,,,,1995,19950912,19950915,15,0,945,599950,31,0,0,0,0,ISMAEL,1995256N15253
6524,tc2390,MEX1995,MEX,tc23901995,,1995,19950915,19950915,3,0,189,179985,7,358143,98466,456609,2127620770,ISMAEL,1995256N15253
6525,tc2391,,,,,1995,19950914,19950923,201,0,12663,2399798,431,0,0,0,0,POLLY,1995252N08142
6526,tc2401,HND1995,HND,tc24011995,,1995,19951008,19951008,3,0,189,119990,2,0,125,125,420568,ROXANNE,1995281N14278
6527,tc2401,MEX1995,MEX,tc24011995,,1995,19951010,19951016,286,0,18018,569951,254,2128948,848361,2977309,0,ROXANNE,1995281N14278
6528,tc0059,PRK1970,PRK,tc00591970,,1970,19700831,19700831,16,0,1008,239980,52,2521303,8439613,10960916,0,BILIE:BILLIE,1970233N15138
6529,tc0059,RUS1970,RUS,tc00591970,,1970,19700831,19700831,2,0,126,59995,11,21581,87402,108983,228996176,BILIE:BILLIE,1970233N15138
17284,tc3709,,,,,2010,20100108,20100108,8,4,1671,8736588,362,0,0,0,0,EDZANI,2010002S09096
6530,tc2391,JPN1995,JPN,tc23911995,,1995,19950919,19950919,32,0,2016,89991,46,0,1470,1470,30695732,POLLY,1995252N08142
6531,tc2392,,,,,1995,19950915,19950925,544,0,34272,2579774,904,0,0,0,0,RYAN,1995258N14115
6532,tc2392,CHN1995,CHN,tc23921995,,1995,19950921,19950921,24,0,1512,59995,60,0,0,0,0,RYAN,1995258N14115
6533,tc2392,JPN1995,JPN,tc23921995,,1995,19950922,19950924,98,0,6174,389961,189,13821043,2420203,16241246,0,RYAN,1995258N14115
6534,tc2392,PHL1995,PHL,tc23921995,,1995,19950921,19950922,80,0,5040,149987,153,209246,529262,738508,706910864,RYAN,1995258N14115
6535,tc2392,TWN1995,TWN,tc23921995,,1995,19950921,19950922,122,0,7686,209980,200,12027268,677072,12704340,0,RYAN,1995258N14115
6536,tc2392,ZZN1995,ZZN,tc23921995,,1995,19950919,19950919,54,0,3402,179985,66,0,0,0,0,RYAN,1995258N14115
6537,tc2393,,,,,1995,19950915,19950916,5,0,315,239979,4,0,0,0,0,NOT NAMED,1995255N14104
6538,tc2401,NIC1995,NIC,tc24011995,,1995,19951008,19951008,3,0,189,119990,2,0,44,44,19330,ROXANNE,1995281N14278
6539,tc2402,,,,,1995,19951008,19951014,30,0,1890,1559870,13,0,0,0,0,VAL,1995279N15153
6540,tc2403,,,,,1995,19951013,19951016,6,0,378,659941,2,0,0,0,0,NOT NAMED,1995284N17074
6541,tc2404,,,,,1995,19951016,19951023,374,0,23562,1739855,821,0,0,0,0,WARD,1995287N08163
6542,tc2393,IND1995,IND,tc23931995,,1995,19950916,19950917,2,0,126,59994,0,26259,62639,88898,48218948,NOT NAMED,1995255N14104
6543,tc2394,,,,,1995,19950917,19950925,0,0,64323,2039830,1026,0,0,0,0,JULIETTE,1995260N15255
6544,tc2395,,,,,1995,19950926,19950926,1,0,63,29997,0,0,0,0,0,NOT NAMED,1995269N22087
6545,tc2395,IND1995,IND,tc23951995,,1995,19950926,19950926,1,0,63,29997,0,0,67205,67205,45077448,NOT NAMED,1995269N22087
6546,tc2396,,,,,1995,19950926,19951007,168,0,10584,2639780,154,0,0,0,0,NOEL,1995270N10322
6547,tc2397,,,,,1995,19950927,19951003,31,0,1953,1319890,50,0,0,0,0,SIBYL,1995264N06174
6548,tc2406,KHM1995,KHM,tc24061995,,1995,19951026,19951026,1,0,63,59995,1,0,13,13,18768,YVETTE,1995292N08150
6549,tc2398,MEX1995,MEX,tc23981995,,1995,19950927,19951003,116,0,7308,1019915,124,85515,68691,154206,787517088,OPAL,1995271N19273
6550,tc2398,USA1995,USA,tc23981995,,1995,19951004,19951006,111,0,6993,539954,347,26547640,6468206,33015846,0,OPAL,1995271N19273
6551,tc2399,,,,,1995,19951004,19951008,15,0,945,899925,31,0,0,0,0,PABLO,1995278N08329
6552,tc2400,,,,,1995,19951010,19951013,18,0,1134,719940,14,0,0,0,0,TED,1995277N07141
6553,tc2407,ZZN1995,ZZN,tc24071995,,1995,19951031,19951031,99,0,6237,179985,152,0,0,0,0,ZACK,1995294N05163
6554,tc2408,,,,,1995,19951026,19951106,0,0,69678,2819765,2154,0,0,0,0,ANGELA,1995293N05177
6555,tc2408,PHL1995,PHL,tc24081995,,1995,19951101,19951103,376,0,23688,539955,854,32046206,31684736,63730942,0,ANGELA,1995293N05177
6556,tc2405,,,,,1995,19951020,19951024,18,0,1134,1079910,22,0,0,0,0,SEBASTIEN,1995294N14306
6557,tc2406,,,,,1995,19951023,19951026,10,0,630,539955,11,0,0,0,0,YVETTE,1995292N08150
6558,tc2406,VNM1995,VNM,tc24061995,,1995,19951026,19951026,2,0,126,119990,4,0,255606,255606,28518152,YVETTE,1995292N08150
6559,tc2407,,,,,1995,19951026,19951101,269,0,16947,1379885,446,0,0,0,0,ZACK,1995294N05163
6560,tc2407,KHM1995,KHM,tc24071995,,1995,19951101,19951101,6,0,378,59995,13,0,834,834,43166,ZACK,1995294N05163
6561,tc2407,LAO1995,LAO,tc24071995,,1995,19951101,19951101,7,0,441,119990,16,10816,106790,117606,47264736,ZACK,1995294N05163
6562,tc2407,PHL1995,PHL,tc24071995,,1995,19951028,19951029,7,0,441,299975,19,425958,2090821,2516779,1905228580,ZACK,1995294N05163
6563,tc2407,VNM1995,VNM,tc24071995,,1995,19951101,19951101,21,0,1323,119990,46,539606,3870501,4410107,859644000,ZACK,1995294N05163
6564,tc2409,PRT1995,PRT,tc24091995,,1995,19951101,19951102,6,0,378,119990,39,62193,48060,110253,921431808,TANYA,1995300N25301
6565,tc2455,DOM1996,DOM,tc24551996,,1996,19960709,19960709,21,0,1323,119990,69,0,4887,4887,4281357,BERTHA,1996187N10326
6566,tc2410,,,,,1995,19951101,19951105,14,0,882,839930,9,0,0,0,0,BRIAN,1995302N17174
6567,tc0090,,,,,1970,19701114,19701117,15,0,945,719940,11,0,0,0,0,OPAL,1970315N08128
6568,tc0091,,,,,1970,19701114,19701122,415,0,26145,1859845,1043,0,0,0,0,PATSY,1970318N13157
6569,tc2411,,,,,1995,19951107,19951109,16,0,1008,509955,24,0,0,0,0,NOT NAMED,1995310N09096
6570,tc2413,BGD1995,BGD,tc24131995,,1995,19951125,19951125,2,0,126,29997,6,5077,270744,275821,167717148,NOT NAMED,1995323N05097
6571,tc2413,MMR1995,MMR,tc24131995,,1995,19951125,19951125,2,0,126,29997,6,195442,1258843,1454285,394239648,NOT NAMED,1995323N05097
6572,tc0559,JPN1975,JPN,tc05591975,,1975,19750921,19750922,59,0,3717,179985,135,81603,6480,88083,1793243870,BETTY,1975259N10141
6573,tc2411,IND1995,IND,tc24111995,,1995,19951109,19951110,6,0,378,119988,6,449002,452214,901216,380100432,NOT NAMED,1995310N09096
6574,tc2412,,,,,1995,19951117,19951126,958,0,60354,2209810,1668,0,0,0,0,AGNIELLE:DARYL:DARYL/AGNI,1995319S05092
6575,tc2413,,,,,1995,19951121,19951125,89,0,5607,869924,193,0,0,0,0,NOT NAMED,1995323N05097
17285,tc3722,,,,,2010,20100318,20100319,8,4,1672,17473176,285,0,0,0,0,TOMAS,2010069S12188
6576,tc2414,,,,,1995,19951203,19951213,102,0,6426,2579746,56,0,0,0,0,EMMA,1995336S10106
6577,tc2415,,,,,1995,19951206,19951212,0,0,83916,1739826,731,0,0,0,0,FRANK,1995340S10116
6578,tc2415,AUS1995,AUS,tc24151995,,1995,19951210,19951213,757,0,47691,809919,398,6082,21221,27303,505980576,FRANK,1995340S10116
6579,tc2416,,,,,1995,19951217,19951223,224,0,14112,899912,163,0,0,0,0,GERTIE,1995348S16135
6580,tc2416,AUS1995,AUS,tc24161995,,1995,19951219,19951223,137,0,8631,899913,182,53695,48865,102560,0,GERTIE,1995348S16135
6581,tc2419,MUS1996,MUS,tc24191996,,1996,19960107,19960108,65,0,4095,119990,129,1109842,92063,1201905,0,BONITA,1996001S08075
6582,tc2753,MEX1999,MEX,tc27531999,,1999,19990907,19990907,2,0,126,59995,2,39896,2109,42005,208350320,GREG,1999248N17256
6583,tc2417,,,,,1995,19951225,19960102,69,0,4347,1979835,68,0,0,0,0,DAN,1995357N07139
6584,tc2829,,,,,2000,20000809,20000819,217,0,13671,2579779,187,0,0,0,0,EWINIAR,2000222N14143
6585,tc2830,,,,,2000,20000810,20000816,58,0,3654,1439880,55,0,0,0,0,HECTOR,2000223N18257
6586,tc2418,,,,,1995,19951228,19951231,14,0,882,659945,13,0,0,0,0,B29596,1995363S17051
6587,tc2419,REU1996,REU,tc24191996,,1996,19960109,19960109,96,0,6048,119990,186,599280,30227,629507,0,BONITA,1996001S08075
6588,tc2419,ZZI1996,ZZI,tc24191996,,1996,19960112,19960112,15,0,945,59995,24,0,0,0,0,BONITA,1996001S08075
6589,tc2419,ZZR1996,ZZR,tc24191996,,1996,19960109,19960109,48,0,3024,59995,95,0,0,0,0,BONITA,1996001S08075
6590,tc2420,,,,,1996,19960104,19960105,165,0,10395,479960,127,0,0,0,0,BARRY,1996002S15133
6591,tc2420,AUS1996,AUS,tc24201996,,1996,19960105,19960106,311,0,19593,539955,202,0,4496,4496,61204008,BARRY,1996002S15133
6592,tc2427,AUS1996,AUS,tc24271996,,1996,19960215,19960215,2,0,126,119990,1,0,22,22,1115120,DENNIS,1996042S13139
6593,tc2428,MDG1996,MDG,tc24281996,,1996,19960226,19960229,633,0,39879,899925,640,2079462,6149731,8229193,2134560580,EDWIGE,1996049S10068
6594,tc2831,,,,,2000,20000813,20000816,18,0,1134,719940,26,0,0,0,0,ILEANA,2000226N16258
6595,tc2421,,,,,1996,19960107,19960111,323,0,20349,1159893,376,0,0,0,0,CORYNA:HUBERT:HUBERT/CORY,1996007S10099
6596,tc2422,,,,,1996,19960116,19960120,23,0,1449,1019915,25,0,0,0,0,TASI:YASI,1996015S18182
6597,tc2422,TON1996,TON,tc24221996,,1996,19960116,19960116,1,0,63,59995,0,0,10,10,0,TASI:YASI,1996015S18182
6598,tc2423,,,,,1996,19960126,19960129,95,0,5985,659945,148,0,0,0,0,CELESTE,1996021S16152
6599,tc2424,,,,,1996,19960127,19960131,63,0,3969,1079898,22,0,0,0,0,ISOBEL,1996025S14125
6600,tc2425,,,,,1996,19960127,19960207,783,0,49329,1779828,571,0,0,0,0,JACOB,1996026S14143
6601,tc2425,AUS1996,AUS,tc24251996,,1996,19960128,19960205,178,0,11214,1359882,178,0,9992,9992,103547424,JACOB,1996026S14143
6602,tc2426,,,,,1996,19960213,19960219,180,0,11340,1619865,97,0,0,0,0,DOLORESSE,1996043S07053
6603,tc2426,SYC1996,SYC,tc24261996,,1996,19960214,19960214,1,0,63,59995,1,0,0,0,0,DOLORESSE,1996043S07053
6604,tc2427,,,,,1996,19960215,19960218,16,0,1008,779935,18,0,0,0,0,DENNIS,1996042S13139
6605,tc2428,,,,,1996,19960220,19960229,881,0,55503,2699775,886,0,0,0,0,EDWIGE,1996049S10068
17286,tc3723,,,,,2010,20100313,20100314,5,4,1045,8736588,102,0,0,0,0,ULUI,2010070S15168
6606,tc2429,,,,,1996,19960226,19960304,622,0,39186,1919840,949,0,0,0,0,FLOSSY,1996057S12074
6607,tc2429,MUS1996,MUS,tc24291996,,1996,19960229,19960229,31,0,1953,59995,57,22960,12768,35728,165723636,FLOSSY,1996057S12074
6608,tc2430,,,,,1996,19960228,19960229,4,0,252,239980,1,0,0,0,0,TD0228,1996058N06137
6609,tc2431,,,,,1996,19960307,19960312,882,0,55566,1259874,494,0,0,0,0,KIRSTY,1996066S17129
6610,tc2431,AUS1996,AUS,tc24311996,,1996,19960307,19960313,822,0,51786,1019898,575,11233,39947,51180,1022780740,KIRSTY,1996066S17129
6611,tc2432,,,,,1996,19960308,19960313,41,0,2583,1139905,51,0,0,0,0,ETHEL:ETHYL,1996067S16138
6612,tc2432,AUS1996,AUS,tc24321996,,1996,19960309,19960313,18,0,1134,539955,28,0,1169,1169,24498652,ETHEL:ETHYL,1996067S16138
6613,tc2433,,,,,1996,19960309,19960311,11,0,693,659945,16,0,0,0,0,ZAKA,1996069S21166
6614,tc2433,NCL1996,NCL,tc24331996,,1996,19960309,19960309,1,0,63,59995,1,0,42,42,8497078,ZAKA,1996069S21166
6615,tc2434,,,,,1996,19960310,19960317,48,0,3024,1919840,47,0,0,0,0,ATU,1996064S12155
6616,tc2434,NCL1996,NCL,tc24341996,,1996,19960312,19960312,6,0,378,59995,4,0,0,0,0,ATU,1996064S12155
6617,tc2434,NZL1996,NZL,tc24341996,,1996,19960315,19960316,2,0,126,119990,5,0,0,0,0,ATU,1996064S12155
17287,tc3737,,,,,2010,20100602,20100603,31,4,6473,13104882,1026,0,0,0,0,PHET,none
6618,tc2436,NZL1996,NZL,tc24361996,,1996,19960401,19960401,2,0,126,59995,7,0,0,0,0,BETI,1996079S12170
6619,tc2436,VUT1996,VUT,tc24361996,,1996,19960324,19960324,9,0,567,179985,10,0,12399,12399,11624426,BETI,1996079S12170
6620,tc2968,WLF2001,WLF,tc29682001,,2001,20011230,20011230,22,0,1386,59995,16,0,6927,6927,228228928,WAKA,2001363S10185
6621,tc2437,,,,,1996,19960402,19960407,17,0,1071,1139903,3,0,0,0,0,ANN,1996090N04150
6622,tc2437,PHL1996,PHL,tc24371996,,1996,19960407,19960407,3,0,189,179985,1,0,58252,58252,29614268,ANN,1996090N04150
6623,tc2455,GLP1996,GLP,tc24551996,,1996,19960708,19960708,2,0,126,59995,7,32071,320,32391,53547575,BERTHA,1996187N10326
6624,tc2438,,,,,1996,19960402,19960410,447,0,28161,1919839,429,0,0,0,0,HANSELLA,1996093S16074
6625,tc2438,MUS1996,MUS,tc24381996,,1996,19960406,19960406,29,0,1827,59995,29,22960,12768,35728,165723636,HANSELLA,1996093S16074
6626,tc2439,,,,,1996,19960406,19960412,951,0,59913,1169883,804,0,0,0,0,OLIVIA,1996095S09133
6627,tc2439,AUS1996,AUS,tc24391996,,1996,19960410,19960411,134,0,8442,419958,265,0,47215,47215,1089416190,OLIVIA,1996095S09133
6628,tc2440,,,,,1996,19960408,19960418,0,0,80577,2579785,1914,0,0,0,0,ITELLE,1996098S13085
6629,tc2440,MUS1996,MUS,tc24401996,,1996,19960415,19960415,33,0,2079,59995,64,0,0,0,0,ITELLE,1996098S13085
6630,tc2441,,,,,1996,19960501,19960506,24,0,1512,1079910,38,0,0,0,0,JENNA,1996122S05093
6631,tc2442,,,,,1996,19960507,19960507,3,0,189,209982,2,0,0,0,0,NOT NAMED,1996122N08092
6632,tc2460,ZZP1996,ZZP,tc24601996,,1996,19960731,19960731,28,0,1764,29997,38,0,0,0,0,HERB,1996203N12152
6633,tc2461,,,,,1996,19960724,19960728,20,0,1260,879926,38,0,0,0,0,CESAR,1996207N12297
17288,tc3741,,,,,2010,20100624,20100625,20,4,4176,10920735,1354,0,0,0,0,CELIA,2010169N13266
6634,tc2442,BGD1996,BGD,tc24421996,,1996,19960507,19960507,1,0,63,59995,1,143411,67231,210642,92713632,NOT NAMED,1996122N08092
6635,tc2442,MMR1996,MMR,tc24421996,,1996,19960507,19960507,1,0,63,59995,1,0,8397,8397,16440456,NOT NAMED,1996122N08092
6636,tc2443,,,,,1996,19960510,19960520,975,0,61425,2819765,1626,0,0,0,0,BART,1996128N07138
6637,tc2443,JPN1996,JPN,tc24431996,,1996,19960518,19960518,4,0,252,59995,14,0,787,787,19579706,BART,1996128N07138
6638,tc2443,PHL1996,PHL,tc24431996,,1996,19960513,19960515,384,0,24192,479960,618,1060180,5413460,6473640,0,BART,1996128N07138
6639,tc2444,,,,,1996,19960513,19960514,5,0,315,299975,3,0,0,0,0,UNNAMED,1996134N11246
6640,tc2446,,,,,1996,19960519,19960523,24,0,1512,1139903,19,0,0,0,0,CAM,1996137N13111
6641,tc2461,ABW1996,ABW,tc24611996,,1996,19960725,19960725,1,0,63,59995,2,21289,2456,23745,511383708,CESAR,1996207N12297
6642,tc2461,ANT1996,ANT,tc24611996,,1996,19960725,19960725,1,0,63,59995,2,17050,1106,18156,319025904,CESAR,1996207N12297
6643,tc2447,,,,,1996,19960612,19960616,39,0,2457,899921,30,0,0,0,0,NOT NAMED,1996163N08088
6644,tc2448,,,,,1996,19960617,19960619,52,0,3276,419962,47,0,0,0,0,NOT NAMED,1996167N16072
6645,tc2461,COL1996,COL,tc24611996,,1996,19960726,19960726,1,0,63,59995,2,0,1113,1113,2410508,CESAR,1996207N12297
