Register #,Annual DFO # (discontinued),Glide #,Country,Other,Nations, Affected,Detailed Locations (click on active links to access inundation extents),Validation (post event #3503),Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Main cause,Severity *,Affected sq km,Magnitude (M)**,Centroid X,Centroid Y,"""News"" if validated",M>6,Total annual floods M>6,M>4,Total annual floods M>4,Date Began,Total floods M>6,Total floods M>4,,,,
4341,,,Indonesia,,#N/A,#N/A,West Sumatra and Central Java,News,03/21/2016,03/25/2016,5,3,500,,Heavy Rain,1,75626.23,5.57764245550555,101.669,-1.64626,News,0,63,1,123,03/21/2016,1175,3808,,,,
4340,,,Argentina,,#N/A,#N/A,Santiago del Estero,News,03/05/2016,03/25/2016,21,0,1600,,Heavy Rain,1,199290,6.62170480189513,-63.1227,-28.5633,News,1,63,1,122,03/05/2016,1175,3807,,,,
4339,,FL-2016-000021-PAK,Pakistan,,#N/A,#N/A,"Khyber-Pakhtunkhwa,  Punjab",News,03/12/2016,04/13/2016,33,121,2400,,Heavy Rain,1.5,111748.39,6.74284647374289,71.7788,33.0545,News,1,62,1,121,03/12/2016,1174,3806,,,,
4338,,,China,,#N/A,#N/A,"Jiangxi, Hunan, Guangdong, Guangxi and Guizhoua provinces",News,03/19/2016,03/25/2016,7,5,17000,,Monsoonal Rain,1.5,383223.81,6.60464178337617,113.991,24.7041,News,1,61,1,120,03/19/2016,1173,3805,,,,
4337,,,USA,,#N/A,#N/A,"Eastern Texas, western Lousiana",News,03/08/2016,03/25/2016,18,5,3500,,Heavy Rain,2,248620.08,6.95183870263133,-96.1058,30.9086,News,1,60,1,119,03/08/2016,1172,3804,,,,
4336,,,USA,,#N/A,#N/A,Central and nothern California,News,03/05/2016,03/10/2016,6,1,36,,Heavy Rain,1.5,74128.03,5.82422496805968,-122.284,38.6065,News,0,59,1,118,03/05/2016,1171,3803,,,,
4335,,,Bolivia,,#N/A,#N/A,Northern and central Bolivia,News,02/28/2016,03/10/2016,12,0,120,,Heavy Rain,1,190581.43,6.35926182733718,-64.929,-12.843,News,1,59,1,117,02/28/2016,1171,3802,,,,
4334,,,Serbia,,#N/A,#N/A,"Čačak, Lucani and Arilje in central and eastern Serbia",News,03/06/2016,03/10/2016,5,0,420,,Heavy Rain,1.5,16442.45,5.09102779327485,21.0546,44.671,News,0,58,1,116,03/06/2016,1170,3801,,,,
4333,,,Angola,,#N/A,#N/A,"Cuanza Sul Province,  Lunda Sul province.",News,03/01/2016,03/10/2016,10,30,1544,,Heavy Rain,1,277015.44,6.44250397599558,16.0564,-11.5936,News,1,58,1,115,03/01/2016,1170,3800,,,,
4332,,,Australia,,#N/A,#N/A,,News,01/25/2016,02/03/2016,10,0,0,,Heavy Rain,1,108576.38,6.03573535792905,142.05,-21.5756,News,1,57,1,114,01/25/2016,1169,3799,,,,
4331,,,New Zealand,,#N/A,#N/A,Nelson and Tasman,News,02/17/2016,02/23/2016,7,0,0,,Heavy Rain,1.5,35884.52,5.57609644044932,172.831,-41.9712,News,0,56,1,113,02/17/2016,1168,3798,,,,
4330,,FL-2016-000009-IDN,Indonesia,Malaysia,#N/A,#N/A,"East and West Java, Jakarta",News,01/18/2016,03/10/2016,53,1,37000,,Torrential Rain,1,235818.78,7.09685425783059,103.352,-2.46543,News,1,56,1,112,01/18/2016,1168,3797,,,,
4329,,TC-2016-000014-FJI,Fiji,,#N/A,#N/A," Viti Levu, Fiji",News,02/20/2016,02/23/2016,4,21,0,,Tropical Storm Winston,1.5,15026.05,4.95499608002834,177.928,-17.7754,News,0,55,1,111,02/20/2016,1167,3796,,,,
4328,,,United Kingdom,,#N/A,#N/A,"Northern England, Scotland, and Northern Ireland",News,01/27/2016,01/29/2016,3,0,0,,Heavy Rain,1.5,14340.11,4.80976499650251,-3.83733,55.1834,News,0,55,1,110,01/27/2016,1167,3795,,,,
4327,,,Australia,,#N/A,#N/A,Queensland’s remote north west,News,01/27/2016,01/29/2016,3,0,0,,Torrential Rain,1.5,30723.28,5.14068009264326,145.712,-41.858,News,0,55,1,109,01/27/2016,1167,3794,,,,
4326,,,Ecuador,Colombia,#N/A,#N/A,"Manabí and Guayas provinces, Ecuador; department of Nariño, Colombia",News,01/19/2016,01/29/2016,11,7,2300,,Torrential Rain,1.5,69541.98,6.05973099597432,-79.7009,-0.786333,News,1,55,1,108,01/19/2016,1167,3793,,,,
4325,,,Brazil,,#N/A,#N/A, 29 municipalities in Mato Grosso do Sul,News,01/05/2016,01/29/2016,25,0,1700,,Heavy Rain,1,110514.83,6.44136056863901,-56.442,-17.9555,News,1,54,1,107,01/05/2016,1166,3792,,,,
4324,,FL-2006-000011-TZA,Tanzania,,#N/A,#N/A,Mwanza and Dodoma,News,01/14/2016,01/29/2016,16,1,400,,Heavy Rain,1,182022.09,6.46424407933852,35.5048,-4.76168,News,1,53,1,106,01/14/2016,1165,3791,,,,
4323,,,Brazil,,#N/A,#N/A,Several municipalities in the state of Rio de Janeiro,News,01/09/2016,01/29/2016,21,0,0,,Heavy Rain,1.5,107923.55,6.53142677622118,-49.5633,-24.107,News,1,52,1,105,01/09/2016,1164,3790,,,,
4322,,,Brazil,,#N/A,#N/A,Several municipalities in the state of Rio de Janeiro,News,01/15/2016,01/29/2016,15,0,500,,Heavy Rain,1,53196.42,5.90197366528756,-43.229,-22.5227,News,0,51,1,104,01/15/2016,1163,3789,,,,
4321,,,Mozambique,,#N/A,#N/A, Cabo Dalgado province,News,01/05/2016,01/29/2016,25,16,6600,,Heavy Rain,1,80571.64,6.30412221227763,39.4638,-12.351,News,1,51,1,103,01/05/2016,1163,3788,,,,
4320,,,USA,,#N/A,#N/A,New Jersey coast,News,01/22/2016,01/25/2016,4,8,0,,Storm Surge,1.5,12448.8,4.87327874008883,-74.6532,39.9212,News,0,50,1,102,01/22/2016,1162,3787,,,,
4319,,,United Kingdom,Ireland,#N/A,#N/A,"Northern England, Scotland, and Northern Ireland",News,12/05/2015,01/26/2016,53,3,64000,,Heavy Rain,2,36750.19,6.59056545401119,-2.77486,54.9868,News,1,50,1,101,12/05/2015,1162,3786,,,,
4318,,TC-2015-000170-PHL,Philippines,,#N/A,#N/A,"Oriental Mindoro, including the provinces of Albay, Northern Samar, Oriental Mindoro, Romblon and Sorsogon",News,12/12/2015,01/06/2016,26,40,20000,,"Tropical storms Melor, Onyok",1.5,6147.67,5.37977515404134,121.229,12.8357,News,0,49,1,100,12/12/2015,1161,3785,,,,
4317,,,Kenya,,#N/A,#N/A,"Garissa, Tana River, Migori, Busia and Homa Bay",News,12/01/2015,01/06/2016,37,112,100000,,Heavy Rain,1.5,103769.52,6.76036279097327,39.5133,-2.03643,News,1,49,1,99,12/01/2015,1161,3784,,,,
4316,,,Australia,,#N/A,#N/A,New South Wales Hunter region.,News,12/23/2015,01/06/2016,15,0,0,,Heavy Rain,1,66654.94,5.99992360088113,152.121,-30.3571,News,0,48,1,98,12/23/2015,1160,3783,,,,
4315,,FL-2015-000171-PRY,Paraguay,Uruguay,#N/A,#N/A,"Paraguay River bordering Argentina, Alberdi; Uruguay River,  Cuaresma tributary, northern city of Atiga Uruguay",News,12/01/2015,01/29/2016,60,12,170000,,Heavy Rain,2,574056.99,7.83813625554302,-55.8482,-26.0369,News,1,48,1,97,12/01/2015,1160,3782,,,,
4314,,,USA,,#N/A,#N/A,"Central and southern Mississippi Valley, Missouri, Illinois, Kentucky, Tennesee, Arkansas, Mississippi",News,12/15/2015,01/29/2016,46,31,4000,,Heavy Rain,2,526834.76,7.685462248871,-91.0829,35.6658,News,1,47,1,96,12/15/2015,1159,3781,,,,
4313,,,Albania,,#N/A,#N/A,"Northern counties of Kukës, Dibër, Durrës, Shkodër,  southern county of Gjirokastër, and around the capital in Tirana district, central Albania",News,11/21/2015,12/04/2015,14,1,300,,Heavy Rain,1,11409.69,5.20340188052429,19.9659,41.2871,News,0,46,1,95,11/21/2015,1158,3780,,,,
4312,,FL-2015-000165-MDV,Maldives,,#N/A,#N/A,Addu City,News,11/25/2015,12/04/2015,10,0,0,,Torrential Rain,1.5,6371.38,4.98032476697584,73.1892,-0.144295,News,0,46,1,94,11/25/2015,1158,3779,,,,
4311,,,USA,,#N/A,#N/A,"Texas, Kansas, Oklahoma",News,11/26/2015,12/04/2015,9,14,300,,Heavy Rain,1,439381.83,6.59708460277507,-100.238,33.9839,News,1,46,1,93,11/26/2015,1158,3778,,,,
4310,,FL-2015-000162-QAT,Qatar,Saudi Arabia,#N/A,#N/A,Qatar and central and eastern parts of Saudi Arabia,News,11/25/2015,12/04/2015,10,1,0,,Torrential Rain,1,402659.81,6.60493828427277,51.885,21.6586,News,1,45,1,92,11/25/2015,1157,3777,,,,
4309,,TC-2015-000163-IND,India,,#N/A,#N/A,"Southern India, Tamil Nadu, Chenai",News,11/10/2015,12/04/2015,25,180,400000,,Tropical Storm Rovan,2,93202.05,6.66839546919962,78.8554,11.8278,News,1,44,1,91,11/10/2015,1156,3776,,,,
4308,,,Indonesia,,#N/A,#N/A,"Langkat, North Sumatra",News,10/23/2015,10/28/2015,6,0,4000,,Heavy Rain,1,56237.12,5.52817432199473,98.4028,3.66137,News,0,43,1,90,10/23/2015,1155,3775,,,,
4307,,,Greece,Macedonia,#N/A,#N/A,"Athens, southern Italy, Macedonia, Albania",News,10/21/2015,10/28/2015,8,1,0,,Heavy Rain,1,129124.64,6.0140991107066,21.698,39.7609,News,1,43,1,89,10/21/2015,1155,3774,,,,
4306,,TC-2015-000142-BHS,Bahamas,,#N/A,#N/A,Bahamas southern and central islands.,News,10/02/2015,10/08/2015,7,0,300,,Tropical Storm Joaquin,1.5,4639.41,4.68765205332386,-73.8324,22.4916,News,0,42,1,88,10/02/2015,1154,3773,,,,
4305,,,Egypt,,#N/A,#N/A,Alexandria,News,10/24/2015,10/28/2015,5,0,6,,Torrential Rain,1.5,8231.84,4.79055818396624,30.4819,31.0422,News,0,42,1,87,10/24/2015,1154,3772,,,,
4304,,FL-2015-000145-SOM,Somalia,Ethiopia,#N/A,#N/A,"Northern Somalia, Ethiopian Highlands",News,10/15/2015,10/28/2015,14,0,0,,Heavy Rain,1,438557.45,6.78815452866811,45.4022,4.70359,News,1,42,1,86,10/15/2015,1154,3771,,,,
4303,,FL-2015-000146-DZA,Algeria,,#N/A,#N/A,"Tindouf, southwestern Algeria",News,10/16/2015,10/28/2015,13,0,3000,,Torrential Rain,1,92984.74,6.08235503335991,-6.95501,28.3337,News,1,41,1,85,10/16/2015,1153,3770,,,,
4302,,TC-2015-000144-MEX,Mexico,USA,#N/A,#N/A,"Central Mexico, southern Texas",News,10/23/2015,10/28/2015,6,0,0,,Tropical Storm Patricia,1.5,1432949.6,7.11047342500986,-101.772,28.3812,News,1,40,1,84,10/23/2015,1152,3769,,,,
4301,,,"Uruguay,",Brazil,#N/A,#N/A,Northern Uruguay and neighbouring parts of Argentina and Brazil,News,10/14/2015,10/28/2015,15,0,10000,,Heavy Rain,2,392899.19,7.07140238819196,-53.5718,-29.9568,News,1,39,1,83,10/14/2015,1151,3768,,,,
4300,,TC-2015-000143-PHL,Philippines,,#N/A,#N/A,Luzon,News,10/22/2015,10/28/2015,7,54,60000,,Tropical Storm Koppu,2,80271.75,6.0506907667883,121.241,16.691,News,1,38,1,82,10/22/2015,1150,3767,,,,
4299,,,Romania,,#N/A,#N/A,"Corbu, Black Sea Coast, eastern Romania",News,10/12/2015,10/13/2015,2,0,50,,Torrential Rain,1.5,441.218,3.12177447639628,28.7321,44.6422,News,0,37,0,81,10/12/2015,1149,3766,,,,
4298,,,New Zealand,,#N/A,#N/A,"Gisborne Region, northeastern New Zealand",News,09/20/2015,10/01/2015,12,0,0,,Heavy Rain,1,837.216,4.00201876557728,177.922,-38.6637,News,0,37,1,81,09/20/2015,1149,3766,,,,
4297,,,Guatamala,,#N/A,#N/A,"El Cambray II, Santa Catarina Pinula municipality, Guatemala",News,10/02/2015,10/03/2015,2,500,433,,Landslide,2,6023.19,4.38188655442384,-90.6128,14.8262,News,0,37,1,80,10/02/2015,1149,3765,,,,
4296,,,France,,#N/A,#N/A," Cote d’Azur, southeastern France",News,10/03/2015,10/07/2015,5,16,0,,Torrential Rain,1.5,2895.95,4.33685232267387,6.5302,43.3765,News,0,37,1,79,10/03/2015,1149,3764,,,,
4295,,,USA,,#N/A,#N/A,"South Carolina, USA",News,10/01/2015,10/13/2015,13,15,800,,"Heavy Rain, Tropical Storm Joaquin",2,61355.23,6.20282493644103,-80.4927,33.5033,News,1,37,1,78,10/01/2015,1149,3763,,,,
4294,,,Nigeria,,#N/A,#N/A,Northeastern Nigeria,News,08/30/2015,09/11/2015,13,30,2000,,Heavy Rain,1.5,186816.02,6.56144872682877,11.5284,9.95267,News,1,36,1,77,08/30/2015,1148,3762,,,,
4293,,,Vietnam,Laos,#N/A,#N/A,Northern Vietnam and Laos,News,09/07/2015,09/11/2015,5,2,100,,Torrential Rain,1,192886.73,5.98427235491401,104.762,20.5669,News,0,35,1,76,09/07/2015,1147,3761,,,,
4292,,TC-2015-000124-JPN,Japan,,#N/A,#N/A,"Central and Eastern Japan, including Aichi Prefecture; Tokyo and north",News,09/09/2015,09/11/2015,3,3,100000,,Tropical Storm Etau,2,52859.22,5.50127200070042,140.046,36.9375,News,0,35,1,75,09/09/2015,1147,3760,,,,
4291,,,Niger,,#N/A,#N/A,"Niger River; also Mali and Burkina Faso, and Guinea",News,07/25/2015,08/19/2015,26,4,3000,,Heavy Rain,1.5,686734.83,7.42785368164249,2.49701,14.8417,News,1,35,1,74,07/25/2015,1147,3759,,,,
4290,,FL-2015-000110-ARG,Argentina,,#N/A,#N/A,Buenos Aires Province,News,08/10/2015,08/19/2015,10,3,11000,,Heavy Rain,1,133852.96,6.12662797953829,-59.8071,-35.1086,News,1,34,1,73,08/10/2015,1146,3758,,,,
4289,,,Uruguay,,#N/A,#N/A,"Departments of Treinta y Tres, Soriano, Tacuarembó and Durazno",News,08/17/2015,08/19/2015,3,0,4158,,Heavy Rain,1.5,63707.6,5.45740375837411,-55.6997,-32.6329,News,0,33,1,72,08/17/2015,1145,3757,,,,
4288,,,India,,#N/A,#N/A,Assam,News,08/13/2015,09/11/2015,30,5,18000,,Monsoonal Rain,1,69190.14,6.31716546407971,93.751,26.8946,News,1,33,1,71,08/13/2015,1145,3756,,,,
4287,,,Philippines,,#N/A,#N/A,"Southern Philippines, southern Bukidnon Province",News,08/02/2015,08/05/2015,4,7,0,,Torrential Rain,1,9791.46,4.5929074454057,125.052,7.39149,News,0,32,1,70,08/02/2015,1144,3755,,,,
4286,,,China,,#N/A,#N/A, Outside the city of Xi'an in central China,News,08/02/2015,08/05/2015,4,8,0,,Torrential Rain,1.5,53741.01,5.50845707461896,112.531,35.0925,News,0,32,1,69,08/02/2015,1144,3754,,,,
4285,,,Guinea,,#N/A,#N/A,City of Conakry and northwestern Guinea,News,07/26/2015,08/05/2015,11,4,0,,Heavy Rain,1,22455.5,5.39271541477844,-13.4378,10.0395,News,0,32,1,68,07/26/2015,1144,3753,,,,
4284,,FF-2015-000115-MKD,Macedonia,,#N/A,#N/A,City of Tetovo and Polog Region of north-western Macedonia,News,08/03/2015,08/05/2015,3,4,0,,Torrential Rain,1,5957.41,4.2521787447984,21.1907,41.7575,News,0,32,1,67,08/03/2015,1144,3752,,,,
4283,,,Myanmar,,#N/A,#N/A,"Wide areas of Myanmar, including: Sagaing and Magway regions, and Kachin, Chin, Kayin, Rakhine and Shan states",News,07/15/2015,08/19/2015,36,88,85400,,Monsoonal Rain,2,296423.97,7.32924581590665,95.5326,20.1747,News,1,32,1,66,07/15/2015,1144,3751,,,,
4282,,,India,,#N/A,#N/A,"Northern, western, and eastern India (at least 5 states)",News,07/15/2015,08/19/2015,36,206,300000,,Monsoonal Rain and Tropical Storm K,2,629961.61,7.65664658068935,82.6165,26.2074,News,1,31,1,65,07/15/2015,1143,3750,,,,
4281,,,Paraguay,,#N/A,#N/A,Asunción, Paraguay River, also departments of departments of San Pedro and Guaira,News,07/25/2015,08/05/2015,12,0,3700,,Heavy Rain,1.5,28652.69,5.71243790618211,-58.273,-25.0451,News,0,30,1,64,07/25/2015,,,"July 31, 2015: ""Paraguay – 8,000 Families Evacuated in Asunción after Paraguay River Overflows  BY RICHARD DAVIESOver 8,000 families have been evacuated from their homes in Asunción after the Paraguay river overflowed.Paraguay’s National Emergency Secretariat (SEN) in coordination with the local disaster authority, Consejo Municipal de Emergencias y Desastres de Asunción (Comueda), have carried out the evacuations from the low-lying bañados areas of the city, in particular Bañado Norte.SEN said on Wednesday that, “the number of families affected by the flooding in the capital already exceeded 7,000, after the level of the Paraguay river increased by 113 cm in just 17 days…”The families are being houses in over 70 temporary shelters. Food kits have been distributed by Comueda, who said yesterday that the number of evacuated families had grown to 8,713 families. According to Comueda, 3,910 of these families have been evacuated from the Bañado Sur area, and 4,803 from Bañado Norte.As of 30 July 2015, Administración Nacional de Navegación y Puertos (ANNP) report that the Paraguay river stood at 6.13 metres at Asunción, having fallen 2 cm in the last 24 hours. Flood levels is 5.50 metres.Higher than normal rainfall in the north and east of Paraguay during July caused the significant increase of the Paraguay river levels. According to ECHO, the Paraguay river has also overflowed in the departments of San Pedro and Guaira.This is the second time in the space of a few weeks that large-scale evacuations have been carried out in the city as a result of flooding or the threat of flooding. In early June 2015, 4,917 families in the low-lying bañados areas of the city were evacuated as a precaution after levels of the Paraguay river rose to 5.45 metres.",
4280,,FL-2015-000098-VNM,Vietnam,,#N/A,#N/A,Northern Vietnam, Province of Quang Ninh,News,07/25/2015,08/05/2015,12,20,3000,,Torrential Rain,2,24336.74,5.76647364408418,106.865,20.8137,News,0,30,1,63,07/25/2015,1142,,,,
4279,,,USA,,#N/A,#N/A,"Southeast California, Southwest Arizona",News,07/17/2015,07/21/2015,5,0,0,,Torrential Rain,1.5,109391.2,5.91404364987577,-113.587,34.1148,News,0,30,1,62,07/17/2015,1142,3747,,,,
4278,,,Philippines,,#N/A,#N/A,"Northern Philippines, including Pangasinan Province",News,07/12/2015,07/21/2015,10,4,3000,,Monsoonal Rain,1,16151.08,5.2082015682992,120.796,15.5509,News,0,30,1,61,07/12/2015,1142,3746,,,,
4277,,FL-2015-000088-IRN,Iran,,#N/A,#N/A,Ten provinces of Iran,News,07/14/2015,07/21/2015,8,20,0,,Torrential Rain,1,776608.3,6.79329201474838,54.0377,33.3604,News,1,30,1,60,07/14/2015,1142,3745,,,,
4276,,,Brazil,,#N/A,#N/A,"Paraná, Santa Catarina and Rio Grande do Sul states, southern Brazil",News,07/10/2015,07/21/2015,12,3,1000,,Heavy Rain,1,690931.31,6.91861611951329,-50.751,-25.5689,News,1,29,1,59,07/10/2015,1141,3744,,,,
4275,,,Guyana,,#N/A,#N/A,Georgetown and northern Guyana,News,07/16/2015,07/21/2015,6,0,0,,Heavy Rain,1.5,30931.23,5.44463969978171,-58.7431,6.66576,News,0,28,1,58,07/16/2015,1140,3743,,,,
4274,,,USA,,#N/A,#N/A,"Southern Ohio, Brown County",News,07/18/2015,07/21/2015,4,3,0,,Torrential Rain,1.5,44261.07,5.42417315905935,-83.165,38.3887,News,0,28,1,57,07/18/2015,1140,3742,,,,
4273,,,Tajikistan,,#N/A,#N/A,Gorno-Badakhsan Region,News,07/15/2015,07/21/2015,7,0,10000,,Snowmelt,1.5,56196.01,5.77089478018173,73.1149,38.0626,News,0,28,1,56,07/15/2015,1140,3741,,,,
4272,,,Pakistan,,#N/A,#N/A,Khyber Pakhtunkhwa and Punjab provinces,News,07/15/2015,08/19/2015,36,166,803000,,Monsoonal Rain,1.5,137039.96,6.86924098301611,72.2737,34.3432,News,1,28,1,55,07/15/2015,1140,3740,,,,
4271,,FL-2015-000076-CMR,Camaroun,,#N/A,#N/A,Douala V district area,News,06/22/2015,06/29/2015,8,0,3000,,Heavy Rain,1,4726.19,4.57760116393554,9.88421,3.94741,News,0,27,1,54,06/22/2015,1139,3739,,,,
4270,,,Pakistan,,#N/A,#N/A,Khyber Pakhtunkhwa Province in northwest Pakistan,News,06/25/2015,06/29/2015,5,10,0,,Torrential Rain,1.5,73485.14,5.74126078929936,72.8428,35.0129,News,0,27,1,53,06/25/2015,1139,3738,,,,
4269,,,Costa Rica,,#N/A,#N/A,"Caribbean and Northern regions; 3 provinces of Limón, Heredia and Cartago",News,06/21/2015,06/29/2015,9,0,700,,Heavy Rain,1.5,16754.38,5.3544621297883,-83.8331,10.1743,News,0,27,1,52,06/21/2015,1139,3737,,,,
4268,,,Vietnam,,#N/A,#N/A, Northern province of Son La,News,06/24/2015,06/29/2015,6,7,100,,Tropical Storm Kujira,1.5,6346.62,4.7567850054146,103.525,21.3114,News,0,27,1,51,06/24/2015,1139,3736,,,,
4267,,,USA,,#N/A,#N/A,"Southern Michigan, central Indiana, western Ohio",News,06/27/2015,06/29/2015,3,2,0,,Heavy Rain,1,161572.75,5.68548937153849,-84.7486,39.3942,News,0,27,1,50,06/27/2015,1139,3735,,,,
4266,,,Russia,,#N/A,#N/A,Sochi,News,06/25/2015,06/29/2015,5,1,0,,Torrential Rain,1.5,5567.64,4.62073240970182,39.3401,44.1285,News,0,27,1,49,06/25/2015,1139,3734,,,,
4265,,,India,,#N/A,#N/A,Western Gujarat state,News,06/24/2015,06/29/2015,6,81,9000,,Monsoonal Rain,1.5,43781.56,5.59553374148443,70.7643,21.8734,News,0,27,1,48,06/24/2015,1139,3733,,,,
4264,,,New Zealand,,#N/A,#N/A,Whanganui,News,06/22/2015,06/29/2015,8,0,100,,Heavy Rain,1.5,8948.6,5.03093634171732,175.231,-39.8648,news,0,27,1,47,06/22/2015,1139,3732,,,,
4263,,,Bangladesh,,#N/A,#N/A,"Southeastern Bangladesh, Cox's Bazaar; ",News,06/24/2015,06/29/2015,6,0,23,,Torrential Rain,1.5,12508.17,5.05143628459738,91.9942,22.4079,News,0,27,1,46,06/24/2015,1139,3731,,,,
4262,,FL-2015-000066-NPL,Nepal,,#N/A,#N/A, Taplejung district of eastern Nepal,News,06/10/2015,06/15/2015,6,40,0,,Monsoonal Rain,1,12034.28,4.85857136232907,87.3919,27.4682,News,0,27,1,45,06/10/2015,1139,3730,,,,
4261,,,Georgia,,#N/A,#N/A,Tbilisi,News,06/13/2015,06/15/2015,3,12,200,,Torrential Rain,1.5,13022.99,4.76792322085091,44.5362,42.0683,News,0,27,1,44,06/13/2015,1139,3729,,,,
4260,,FL-2015-000065-GHA,Ghana,Togo,#N/A,#N/A,"Togo, Benin and Ghana. Accra. Parts of Côte d’Ivoire",News,06/02/2015,06/15/2015,14,150,5300,,Torrential Rain,1.5,266950.09,6.74864936634664,-0.546442,7.38005,News,1,27,1,43,06/02/2015,1139,3728,,,,
4259,,FL-2015-000064-IND,India,,#N/A,#N/A,"Assam, NE India, Barpeta, Sonitpur, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Goalpara, Jorhat, Kamrup, Baksa, Dibrugarh, Kamrup, Nagaon, Bongaigaon districts.",News,06/02/2015,06/29/2015,28,3,9000,,Monsoonal Rain,1.5,60437.23,6.40455384164261,93.8747,26.9195,News,1,26,1,42,06/02/2015,1138,3727,,,,
4258,,,Russia,,#N/A,#N/A,"Novosibirsk, Tomsk",News,05/15/2015,06/02/2015,19,0,1200,,Heavy Rain,1,242622.13,6.66368401206935,81.5277,58.1901,News,1,25,1,41,05/15/2015,1137,3726,,,,
4257,,,Romania,,#N/A,#N/A,"Northwestern Romania, including Salaj County",News,05/25/2015,06/02/2015,9,1,184,,Heavy Rain,1,19785.35,5.25058624671634,22.8609,46.8147,News,0,24,1,40,05/25/2015,1136,3725,,,,
4256,,FL-2015-000055-TJK,Tajikistan,,#N/A,#N/A,"Qubodiyon, Jilikul, Khuroson, Vaksh and Hamadony districts in Khatlon province and Hoit administrative center of the Rasht valley",News,05/11/2015,05/21/2015,11,0,1776,,Torrential Rain,1,32595.44,5.55454953303734,73.2634,37.8142,News,0,24,1,39,05/11/2015,1136,3724,,,,
4255,,,Chile,,#N/A,#N/A,"Districts of La Puntilla, Aguas Muertas and Teniente Merino in Aysen region, also Araucanía, Los Ríos, Los Lagos
",News,05/17/2015,05/21/2015,5,0,100,,Heavy Rain,1.5,224189.77,6.22567705481785,-72.9212,-44.1033,News,1,24,1,38,05/17/2015,1136,3723,,,,
4254,,,Tanzania,,#N/A,#N/A,"Dar es Salaam and other regions of Tanzania, including Arusha, Kilimanjaro, Tanga and Kagera",News,05/07/2015,05/21/2015,15,12,5000,,Heavy Rain,1.5,194128.66,6.64027217488568,36.8905,-5.06017,News,1,23,1,37,05/07/2015,1135,3722,,,,
4253,,,New Zealand,,#N/A,#N/A,Wellington,News,05/13/2015,05/21/2015,9,1,100,,Heavy Rain,1.5,7484.07,5.00447160938492,175.355,-41.092,News,0,22,1,36,05/13/2015,1134,3721,,,,
4252,,FL-2015-000060-USA,USA,,#N/A,#N/A,"Southern Plains, including Texas, Oklahoma, Arkansas states",News,05/05/2015,06/29/2015,56,38,600,,Heavy Rain,2,849464.57,7.97836329242689,-97.9863,34.1936,News,1,22,1,35,05/05/2015,1134,3720,,,,
4251,,,India,,#N/A,#N/A,"Tamil Nadu, Bhadrairuppu in the Virudhunagar district",News,05/17/2015,05/21/2015,5,8,200,,Torrential Rain,1,14179.41,4.85062816472643,79.1771,10.7121,News,0,21,1,34,05/17/2015,1133,3719,,,,
4250,,FL-2015-000056-COL,Columbia,,#N/A,#N/A,"City of Salgar. Southern and western provinces, Amazonas Province",News,05/01/2015,05/21/2015,21,58,200,,Heavy Rain,2,140968.57,6.77237158463396,-74.5048,5.70693,News,1,21,1,33,05/01/2015,1133,3718,,,,
4249,,FL-2015-000057-CHN,China,,#N/A,#N/A,"Southern, Central China. Including  Jiangxi  province and Guangxi region; Guizhou and Jiangxi provinces; ",News,05/13/2015,06/29/2015,48,57,82000,,Heavy Rain,1.5,247569.94,7.25103040784293,114.981,27.0326,News,1,20,1,32,05/13/2015,1132,3717,,,,
4248,,FL-2015-000049-KEN,Kenya,,#N/A,#N/A,"Narok, SW Kenya",News,04/27/2015,05/02/2015,6,13,3000,,Heavy Rain,1.5,20432.58,5.26456571743347,36.2471,-0.795186,News,0,19,1,31,04/27/2015,1131,3716,,,,
4247,,,Australia,,#N/A,#N/A,SE Queensland,News,05/01/2015,05/02/2015,2,5,0,,Torrential Rain,2,192631.23,5.88678668905506,150.513,-25.9441,News,0,19,1,30,05/01/2015,1131,3715,,,,
4246,,,Brazil,,#N/A,#N/A,"Amazonas State, northern Brazil; Boca do Acre, in the Purus region most severely affected",News,04/01/2015,05/02/2015,32,5,1000,,Heavy Rain,1.5,450353.51,7.33479478930646,-67.7993,-6.97805,News,1,19,1,29,04/01/2015,1131,3714,,,,
4245,,,Pakistan,,#N/A,#N/A,Peshawar,News,04/26/2015,04/28/2015,3,44,4800,,Torrential Rain,1.5,21148.15,4.97848489589149,71.8901,33.5131,News,0,18,1,28,04/26/2015,1130,3713,,,,
